Date,ExchangeRate,KRX100,KORIBOR,LIBOR,달러지수 (종가),콜금리,KOSPI
2020.12.17,"1,092.20","5,968.95",0.91,0.08538,89.82,0.48,"2,770.43"
2020.12.18,"1,092.80","5,957.04",0.91,0.08438,90.02,0.48,"2,772.18"
2020.12.21,"1,097.90","5,971.04",0.91,0.08463,90.04,0.51,"2,778.65"
2020.12.22,"1,101.20","5,877.68",0.91,0.08513,90.65,0.52,"2,733.68"
2020.12.23,"1,106.60","5,958.64",0.91,0.08563,90.41,0.56,"2,759.82"
2020.12.24,"1,108.90","6,067.97",0.91,0.08100,90.32,0.55,"2,806.86"
2020.12.28,"1,103.70","6,072.27",0.92,null,90.34,0.55,"2,808.60"
2020.12.29,"1,098.20","6,110.97",0.93,0.08738,89.99,0.54,"2,820.51"
2020.12.30,"1,093.20","6,224.37",0.94,0.08563,89.68,0.57,"2,873.47"
2020.12.31,"1,088.00",null,0.94,0.07763,89.94,0.61,"n,ll"
2021.01.04,"1,088.00","6,381.18",0.94,0.08463,89.87,0.53,"2,944.45"
2021.01.05,"1,083.10","6,478.74",0.91,0.08638,89.44,0.48,"2,990.57"
2021.01.06,"1,086.10","6,418.50",0.89,0.08650,89.53,0.48,"2,968.21"
2021.01.07,"1,086.80","6,567.88",0.88,0.08675,89.83,0.49,"3,031.68"
2021.01.08,"1,087.70","6,881.06",0.87,0.08675,90.10,0.48,"3,152.18"
2021.01.11,"1,094.40","6,898.64",0.87,0.08688,90.46,0.51,"3,148.45"
2021.01.12,"1,097.80","6,839.11",0.86,0.08588,90.09,0.48,"3,125.95"
2021.01.13,"1,099.90","6,888.59",0.86,0.08600,90.36,0.49,"3,148.29"
2021.01.14,"1,095.00","6,860.39",0.86,0.08675,90.24,0.49,"3,149.93"
2021.01.15,"1,100.30","6,695.11",0.86,0.08663,90.77,0.50,"3,085.90"
2021.01.18,"1,097.90","6,541.44",0.86,null,90.76,0.51,"3,013.93"
2021.01.19,"1,104.40","6,711.73",0.86,0.08513,90.50,0.48,"3,092.66"
2021.01.20,"1,102.10","6,759.74",0.86,0.08663,90.47,0.48,"3,114.55"
2021.01.21,"1,100.00","6,853.05",0.86,0.08700,90.13,0.48,"3,160.84"
2021.01.22,"1,099.20","6,804.83",0.87,0.08625,90.24,0.49,"3,140.63"
2021.01.25,"1,102.30","6,967.06",0.87,0.08463,90.39,0.48,"3,208.99"
2021.01.26,"1,103.20","6,796.55",0.88,0.08375,90.17,0.51,"3,140.31"
2021.01.27,"1,103.00","6,756.15",0.88,0.08288,90.65,0.45,"3,122.56"
2021.01.28,"1,104.00","6,645.51",0.88,0.07925,90.46,0.46,"3,069.05"
2021.01.29,"1,114.60","6,453.28",0.88,0.07875,90.58,0.52,"2,976.21"
2021.02.01,"1,117.20","6,646.54",0.88,0.07925,90.98,0.49,"3,056.53"
2021.02.02,"1,118.00","6,726.91",0.88,0.08113,91.20,0.47,"3,096.81"
2021.02.03,"1,116.60","6,793.35",0.88,0.08288,91.17,0.45,"3,129.68"
2021.02.04,"1,114.00","6,684.46",0.88,0.08300,91.53,0.47,"3,087.55"
2021.02.05,"1,116.70","6,767.61",0.87,0.08288,91.04,0.46,"3,120.63"
2021.02.08,"1,124.00","6,681.77",0.87,0.08125,90.93,0.48,"3,091.24"
2021.02.09,"1,119.10","6,663.68",0.87,0.07988,90.44,0.49,"3,084.67"
2021.02.10,"1,116.00","6,700.66",0.87,0.07988,90.37,0.49,"3,100.58"
2021.02.15,"1,110.10","6,816.22",0.87,null,90.48,0.49,"3,147.00"
2021.02.16,"1,103.10","6,841.45",0.87,0.08150,90.51,0.50,"3,163.25"
2021.02.17,"1,099.70","6,764.11",0.87,null,90.95,0.47,"3,133.73"
2021.02.18,"1,107.70","6,652.76",0.87,null,90.59,0.49,"3,086.66"
2021.02.19,"1,105.70","6,712.32",0.86,null,90.36,0.51,"3,107.62"
2021.02.22,"1,107.10","6,635.92",0.86,null,90.01,0.50,"3,079.75"
2021.02.23,"1,106.50","6,607.24",0.86,null,90.17,0.49,"3,070.09"
