Date,ExchangeRate,KRX100,KORIBOR,LIBOR,달러지수 (종가),콜금리,KOSPI
2019.09.18,"1,188.30","4,415.72",1.50,2.18525,98.56,1.50,"2,070.73"
2019.09.19,"1,190.50","4,442.75",1.51,1.96213,98.27,1.50,"2,080.35"
2019.09.20,"1,195.10","4,467.92",1.51,1.86850,98.51,1.51,"2,091.52"
2019.09.23,"1,191.10","4,472.42",1.52,1.84750,98.60,1.51,"2,091.70"
2019.09.24,"1,193.10","4,495.63",1.52,1.84200,98.34,1.51,"2,101.04"
2019.09.25,"1,194.00","4,441.44",1.52,1.84075,99.04,1.53,"2,073.39"
2019.09.26,"1,198.30","4,448.26",1.53,1.82988,99.13,1.53,"2,074.52"
2019.09.27,"1,199.10","4,392.12",1.53,1.82713,99.11,1.54,"2,049.93"
2019.09.30,"1,201.30","4,426.07",1.53,1.82150,99.38,1.58,"2,063.05"
2019.10.01,"1,199.20","4,440.92",1.53,1.82613,99.13,1.55,"2,072.42"
2019.10.02,"1,198.20","4,347.02",1.53,1.85125,99.02,1.51,"2,031.91"
2019.10.04,"1,203.70","4,328.97",1.51,1.82075,98.81,1.52,"2,020.69"
2019.10.07,"1,197.00","4,335.64",1.48,1.80825,98.97,1.46,"2,021.73"
2019.10.08,"1,196.50","4,391.04",1.47,1.80550,99.13,1.48,"2,046.25"
2019.10.10,"1,194.70","4,350.45",1.47,1.79263,98.70,1.51,"2,028.15"
2019.10.11,"1,196.10","4,393.71",1.47,1.79888,98.30,1.55,"2,044.61"
2019.10.14,"1,189.30","4,436.55",1.47,null,98.45,1.53,"2,067.40"
2019.10.15,"1,183.70","4,436.87",1.47,1.79513,98.29,1.52,"2,068.17"
2019.10.16,"1,184.10","4,467.91",1.44,1.82575,98.00,1.28,"2,082.83"
2019.10.17,"1,187.00","4,453.67",1.42,1.83813,97.61,1.25,"2,077.94"
2019.10.18,"1,186.60","4,406.24",1.44,1.81513,97.28,1.25,"2,060.69"
2019.10.21,"1,180.50","4,423.09",1.44,1.81113,97.33,1.25,"2,064.84"
2019.10.22,"1,175.40","4,481.74",1.45,1.81288,97.53,1.24,"2,088.86"
2019.10.23,"1,171.40","4,463.78",1.45,1.81400,97.49,1.24,"2,080.62"
2019.10.24,"1,173.70","4,476.59",1.46,1.80275,97.63,1.23,"2,085.66"
2019.10.25,"1,171.00","4,481.27",1.47,1.80600,97.83,1.24,"2,087.89"
2019.10.28,"1,174.20","4,490.36",1.50,1.80163,97.76,1.24,"2,093.60"
2019.10.29,"1,169.60","4,489.37",1.54,1.80100,97.69,1.24,"2,092.69"
2019.10.30,"1,166.50","4,458.44",1.54,1.80438,97.65,1.26,"2,080.27"
2019.10.31,"1,168.40","4,463.69",1.53,1.59988,97.35,1.29,"2,083.48"
2019.11.01,"1,161.70","4,509.87",1.53,1.59213,97.24,1.25,"2,100.20"
2019.11.04,"1,167.60","4,569.85",1.54,1.55088,97.50,1.25,"2,130.24"
2019.11.05,"1,160.40","4,601.58",1.56,1.54713,97.98,1.25,"2,142.64"
2019.11.06,"1,160.10","4,598.82",1.56,1.53650,97.95,1.24,"2,144.15"
2019.11.07,"1,157.50","4,596.24",1.57,1.54363,98.14,1.26,"2,144.29"
2019.11.08,"1,160.60","4,577.58",1.57,1.53863,98.35,1.28,"2,137.23"
2019.11.11,"1,156.10","4,540.63",1.58,null,98.20,1.30,"2,124.09"
2019.11.12,"1,161.30","4,585.14",1.59,1.53925,98.31,1.32,"2,140.92"
2019.11.13,"1,163.50","4,545.83",1.60,1.53900,98.37,1.32,"2,122.45"
2019.11.14,"1,167.60","4,592.53",1.60,1.52700,98.16,1.30,"2,139.23"
2019.11.15,"1,170.40","4,645.90",1.61,1.53675,98.00,1.30,"2,162.18"
2019.11.18,"1,166.30","4,647.39",1.62,1.53538,97.79,1.30,"2,160.69"
2019.11.19,"1,164.50","4,633.63",1.62,1.53688,97.86,1.29,"2,153.24"
2019.11.20,"1,168.60","4,571.97",1.62,1.52900,97.93,1.30,"2,125.32"
2019.11.21,"1,170.10","4,510.21",1.62,1.54138,97.99,1.29,"2,096.60"
2019.11.22,"1,176.50","4,526.53",1.63,1.53388,98.27,1.29,"2,101.96"
2019.11.25,"1,177.80","4,571.30",1.62,1.53613,98.32,1.27,"2,123.50"
2019.11.26,"1,176.20","4,562.11",1.62,1.53800,98.25,1.27,"2,121.35"
2019.11.27,"1,174.40","4,577.48",1.62,1.53963,98.37,1.26,"2,127.85"
2019.11.28,"1,176.00","4,554.19",1.62,null,98.37,1.25,"2,118.60"
2019.11.29,"1,179.30","4,481.09",1.62,1.54250,98.27,1.28,"2,087.96"
2019.12.02,"1,180.30","4,492.71",1.60,1.54063,97.86,1.25,"2,091.92"
2019.12.03,"1,180.40","4,473.09",1.60,1.53850,97.74,1.24,"2,084.07"
2019.12.04,"1,186.20","4,441.42",1.59,1.52950,97.65,1.24,"2,068.89"
2019.12.05,"1,193.70","4,426.65",1.58,1.52938,97.41,1.25,"2,060.74"
2019.12.06,"1,190.20","4,478.25",1.58,1.52913,97.70,1.24,"2,081.85"
2019.12.09,"1,189.70","4,505.30",1.58,1.53663,97.64,1.26,"2,088.65"
2019.12.10,"1,189.30","4,523.24",1.58,1.52900,97.41,1.28,"2,098.00"
2019.12.11,"1,192.00","4,536.13",1.58,1.52538,97.08,1.26,"2,105.62"
2019.12.12,"1,193.30","4,614.09",1.57,1.53375,97.40,1.30,"2,137.35"
2019.12.13,"1,188.60","4,695.71",1.57,1.52988,97.17,1.30,"2,170.25"
2019.12.16,"1,171.70","4,690.08",1.57,1.53063,97.02,1.29,"2,168.15"
2019.12.17,"1,172.90","4,764.66",1.56,1.53563,97.22,1.28,"2,195.68"
2019.12.18,"1,166.70","4,764.30",1.56,1.53350,97.40,1.28,"2,194.76"
2019.12.19,"1,165.30","4,767.95",1.56,1.53400,97.38,1.29,"2,196.56"
2019.12.20,"1,164.50","4,785.48",1.56,1.53663,97.69,1.28,"2,204.18"
2019.12.23,"1,162.60","4,776.27",1.56,1.53450,97.66,1.29,"2,203.71"
2019.12.24,"1,161.70","4,743.88",1.56,1.53313,97.65,1.30,"2,190.08"
2019.12.26,"1,163.70","4,764.54",1.56,null,97.53,1.31,"2,197.93"
2019.12.27,"1,161.20","4,776.23",1.56,1.53625,96.92,1.31,"2,204.21"
2019.12.30,"1,160.90","4,750.22",1.55,1.53438,96.74,1.31,"2,197.67"
2019.12.31,"1,157.80",null,1.55,1.54263,96.39,1.39,"n,ll"
2020.01.02,"1,157.80","4,693.71",1.54,1.54050,96.85,1.30,"2,175.17"
2020.01.03,"1,156.90","4,700.12",1.52,1.53675,96.84,1.27,"2,176.46"
2020.01.06,"1,162.70","4,665.72",1.50,1.53700,96.67,1.29,"2,155.07"
2020.01.07,"1,169.60","4,714.24",1.48,1.52788,97.00,1.27,"2,175.54"
2020.01.08,"1,165.30","4,686.77",1.47,1.53250,97.30,1.25,"2,151.31"
2020.01.09,"1,174.10","4,760.95",1.47,1.52700,97.45,1.28,"2,186.45"
2020.01.10,"1,160.00","4,801.37",1.47,1.53313,97.36,1.28,"2,206.39"
2020.01.13,"1,161.10","4,850.40",1.48,1.53513,97.34,1.29,"2,229.26"
2020.01.14,"1,155.70","4,875.34",1.48,1.53125,97.37,1.27,"2,238.88"
2020.01.15,"1,153.10","4,843.69",1.48,1.52838,97.23,1.27,"2,230.98"
2020.01.16,"1,158.80","4,891.30",1.48,1.53563,97.32,1.27,"2,248.05"
2020.01.17,"1,159.60","4,899.63",1.49,1.53113,97.64,1.28,"2,250.57"
2020.01.20,"1,158.80","4,937.58",1.49,null,97.61,1.28,"2,262.64"
2020.01.21,"1,158.80","4,882.72",1.50,1.53925,97.53,1.29,"2,239.69"
2020.01.22,"1,164.70","4,947.72",1.49,1.53263,97.53,1.28,"2,267.25"
2020.01.23,"1,165.10","4,886.37",1.49,1.53163,97.69,1.28,"2,246.13"
2020.01.28,"1,167.20","4,731.58",1.48,1.53300,98.02,1.26,"2,176.72"
2020.01.29,"1,176.70","4,754.33",1.47,1.52963,97.99,1.25,"2,185.28"
2020.01.30,"1,176.00","4,667.81",1.46,1.54388,97.87,1.24,"2,148.00"
2020.01.31,"1,183.50","4,607.70",1.45,1.56875,97.39,1.25,"2,119.01"
2020.02.03,"1,187.80","4,614.48",1.43,1.56800,97.80,1.22,"2,118.88"
2020.02.04,"1,196.00","4,705.73",1.42,1.56550,97.96,1.22,"2,157.90"
2020.02.05,"1,189.40","4,728.40",1.42,1.57513,98.30,1.23,"2,165.63"
2020.02.06,"1,188.50","4,864.14",1.42,1.57200,98.50,1.23,"2,227.94"
2020.02.07,"1,181.40","4,827.38",1.41,1.57738,98.68,1.22,"2,211.95"
2020.02.10,"1,187.20","4,793.55",1.40,1.57463,98.83,1.24,"2,201.07"
2020.02.11,"1,189.80","4,847.80",1.38,1.57125,98.72,1.26,"2,223.12"
2020.02.12,"1,184.10","4,883.73",1.38,1.57413,99.05,1.26,"2,238.38"
2020.02.13,"1,179.80","4,877.41",1.38,1.57338,99.07,1.26,"2,232.96"
2020.02.14,"1,181.50","4,907.52",1.37,1.57613,99.12,1.24,"2,243.59"
2020.02.17,"1,183.50","4,906.27",1.38,null,99.00,1.24,"2,242.17"
2020.02.18,"1,182.20","4,829.36",1.38,1.56338,99.44,1.23,"2,208.88"
2020.02.19,"1,188.10","4,841.35",1.36,1.57688,99.70,1.24,"2,210.34"
2020.02.20,"1,190.80","4,816.92",1.36,1.56713,99.86,1.23,"2,195.50"
2020.02.21,"1,197.00","4,750.81",1.34,1.57025,99.26,1.23,"2,162.84"
2020.02.24,"1,205.60","4,569.20",1.31,1.57550,99.36,1.24,"2,079.04"
2020.02.25,"1,217.70","4,614.88",1.29,1.56900,98.97,1.25,"2,103.61"
2020.02.26,"1,212.70","4,544.34",1.29,1.57150,99.00,1.25,"2,076.77"
2020.02.27,"1,216.80","4,496.03",1.28,1.57400,98.51,1.23,"2,054.89"
2020.02.28,"1,215.90","4,346.48",1.29,1.56775,98.13,1.26,"1,987.01"
2020.03.02,"1,215.30","4,383.76",1.27,1.57463,97.36,1.26,"2,002.51"
2020.03.03,"1,200.30","4,401.05",1.28,1.57563,97.15,1.26,"2,014.15"
2020.03.04,"1,191.40","4,504.45",1.27,1.08775,97.34,1.25,"2,059.33"
2020.03.05,"1,186.40","4,553.70",1.23,1.08213,96.82,1.25,"2,085.26"
2020.03.06,"1,185.00","4,453.68",1.23,1.07975,95.95,1.24,"2,040.22"
2020.03.09,"1,191.40","4,255.30",1.22,1.08113,94.89,1.26,"1,954.77"
2020.03.10,"1,201.40","4,281.11",1.21,1.08200,96.41,1.25,"1,962.93"
2020.03.11,"1,196.70","4,163.57",1.21,1.08400,96.51,1.24,"1,908.27"
2020.03.12,"1,192.80","4,011.53",1.21,1.08663,97.47,1.25,"1,834.33"
2020.03.13,"1,202.00","3,901.35",1.22,1.08488,98.75,1.25,"1,771.44"
2020.03.16,"1,222.20","3,769.68",1.23,0.23925,98.07,1.27,"1,714.86"
2020.03.17,"1,219.60","3,669.27",1.15,0.25813,99.58,0.76,"1,672.44"
2020.03.18,"1,241.20","3,490.92",1.10,0.37988,101.16,0.73,"1,591.20"
2020.03.19,"1,237.80","3,224.95",1.10,0.29825,102.99,0.72,"1,457.64"
2020.03.20,"1,280.10","3,458.86",1.15,0.21188,102.82,0.73,"1,566.15"
2020.03.23,"1,254.10","3,269.99",1.16,0.20650,102.49,0.73,"1,482.46"
2020.03.24,"1,274.60","3,573.23",1.22,0.17813,102.04,0.72,"1,609.97"
2020.03.25,"1,256.00","3,780.72",1.25,0.20125,101.05,0.73,"1,704.76"
2020.03.26,"1,230.70","3,716.06",1.28,0.14988,99.35,0.73,"1,686.24"
2020.03.27,"1,227.90","3,794.13",1.30,0.13625,98.36,0.75,"1,717.73"
2020.03.30,"1,212.40","3,769.90",1.32,0.12088,99.18,0.76,"1,717.12"
2020.03.31,"1,222.60","3,840.98",1.33,0.11900,99.05,0.80,"1,754.64"
2020.04.01,"1,220.00","3,660.90",1.30,0.10875,99.67,0.76,"1,685.46"
2020.04.02,"1,222.20","3,751.95",1.28,0.08588,100.18,0.74,"1,724.86"
2020.04.03,"1,237.60","3,747.36",1.25,0.07663,100.58,0.73,"1,725.44"
2020.04.06,"1,229.80","3,895.06",1.21,0.07450,100.68,0.75,"1,791.88"
2020.04.07,"1,233.40","3,956.69",1.19,0.07700,99.90,0.74,"1,823.60"
2020.04.08,"1,222.40","3,908.38",1.17,0.07188,100.12,0.73,"1,807.14"
2020.04.09,"1,219.70","3,968.98",1.15,0.06775,99.52,0.73,"1,836.21"
2020.04.10,"1,216.40","4,004.02",1.13,#N/A,99.52,0.73,"1,860.70"
2020.04.13,"1,212.30","3,929.49",1.13,#N/A,99.35,0.75,"1,825.76"
2020.04.14,"1,218.70","3,995.35",1.13,0.07163,98.89,0.74,"1,857.08"
2020.04.16,"1,216.70","3,990.80",1.13,0.06700,100.03,0.73,"1,857.07"
2020.04.17,"1,227.50","4,117.18",1.13,0.06700,99.78,0.74,"1,914.53"
2020.04.20,"1,219.30","4,068.18",1.14,0.06463,99.96,0.75,"1,898.36"
2020.04.21,"1,218.70","4,025.49",1.14,0.06313,100.26,0.75,"1,879.38"
2020.04.22,"1,231.30","4,068.32",1.14,0.06350,100.39,0.74,"1,896.15"
2020.04.23,"1,235.20","4,097.35",1.14,0.05825,100.43,0.74,"1,914.73"
2020.04.24,"1,232.00","4,040.79",1.13,0.05675,100.38,0.74,"1,889.01"
2020.04.27,"1,235.80","4,117.70",1.12,0.05600,100.04,0.73,"1,922.77"
2020.04.28,"1,230.30","4,142.40",1.12,0.05075,99.86,0.73,"1,934.09"
2020.04.29,"1,225.20","4,172.96",1.12,0.05488,99.57,0.76,"1,947.56"
2020.05.04,"1,218.50","4,052.31",1.12,0.05725,99.48,0.71,"1,895.37"
2020.05.06,"1,227.80","4,123.09",1.12,0.06250,100.09,0.72,"1,928.76"
2020.05.07,"1,223.30","4,117.86",1.11,0.06100,99.89,0.71,"1,928.61"
2020.05.08,"1,226.50","4,156.61",1.10,null,99.73,0.72,"1,945.82"
2020.05.11,"1,217.70","4,127.46",1.09,0.06163,100.24,0.73,"1,935.40"
2020.05.12,"1,217.80","4,102.56",1.08,0.06063,99.93,0.73,"1,922.17"
2020.05.13,"1,226.70","4,142.12",1.07,0.06100,100.24,0.72,"1,940.42"
2020.05.14,"1,226.30","4,108.57",1.06,0.06150,100.47,0.72,"1,924.96"
2020.05.15,"1,227.90","4,110.96",1.05,0.06200,100.40,0.71,"1,927.28"
2020.05.18,"1,229.30","4,132.26",1.04,0.05975,99.67,0.71,"1,937.11"
2020.05.19,"1,231.60","4,234.80",1.03,0.06038,99.37,0.73,"1,980.61"
2020.05.20,"1,224.50","4,254.92",1.02,0.06238,99.12,0.72,"1,989.64"
2020.05.21,"1,227.80","4,272.12",1.01,0.06113,99.37,0.73,"1,998.31"
2020.05.22,"1,230.70","4,209.12",1.01,0.06075,99.86,0.72,"1,970.13"
2020.05.25,"1,236.20","4,263.22",1.00,null,99.86,0.72,"1,994.60"
2020.05.26,"1,242.00","4,338.73",0.99,0.06025,98.91,0.72,"2,029.78"
2020.05.27,"1,237.10","4,335.24",0.98,0.06163,99.06,0.74,"2,031.20"
2020.05.28,"1,233.70","4,350.95",0.93,0.06300,98.38,0.49,"2,028.54"
2020.05.29,"1,239.40","4,351.10",0.88,0.06150,98.34,0.49,"2,029.60"
2020.06.01,"1,237.60","4,432.45",0.84,0.06200,97.83,0.49,"2,065.08"
2020.06.02,"1,227.80","4,478.32",0.83,0.06500,97.67,0.47,"2,087.19"
2020.06.03,"1,224.10","4,630.80",0.82,0.06188,97.28,0.47,"2,147.00"
2020.06.04,"1,216.90","4,639.08",0.84,0.05975,96.68,0.46,"2,151.18"
2020.06.05,"1,217.40","4,702.10",0.85,0.06250,96.94,0.47,"2,181.87"
2020.06.08,"1,213.10","4,704.15",0.85,0.06075,96.62,0.46,"2,184.29"
2020.06.09,"1,204.20","4,705.75",0.86,0.06300,96.32,0.50,"2,188.92"
2020.06.10,"1,197.70","4,717.13",0.86,0.06325,95.96,0.49,"2,195.69"
2020.06.11,"1,194.40","4,663.64",0.86,0.06550,96.73,0.49,"2,176.78"
2020.06.12,"1,192.80","4,555.51",0.87,0.06613,97.32,0.46,"2,132.30"
2020.06.15,"1,206.60","4,331.72",0.88,0.06975,96.71,0.46,"2,030.82"
2020.06.16,"1,210.80","4,571.19",0.90,0.07163,96.96,0.46,"2,138.05"
2020.06.17,"1,206.60","4,581.00",0.91,0.07550,97.16,0.47,"2,141.05"
2020.06.18,"1,214.50","4,558.43",0.92,0.07638,97.42,0.46,"2,133.48"
2020.06.19,"1,213.00","4,586.11",0.92,0.07525,97.62,0.46,"2,141.32"
2020.06.22,"1,212.00","4,562.48",0.91,0.06988,97.04,0.47,"2,126.73"
2020.06.23,"1,213.20","4,577.89",0.90,0.07113,96.65,0.47,"2,131.24"
2020.06.24,"1,210.10","4,655.47",0.89,0.07425,97.15,0.48,"2,161.51"
2020.06.25,"1,202.90","4,536.86",0.89,0.07563,97.43,0.47,"2,112.37"
2020.06.26,"1,205.20","4,596.47",0.89,0.07113,97.43,0.50,"2,134.65"
2020.06.29,"1,198.60","4,508.48",0.89,0.08175,97.54,0.49,"2,093.48"
2020.06.30,"1,200.70","4,539.20",0.89,0.08088,97.39,0.57,"2,108.33"
2020.07.01,"1,198.50","4,547.98",0.88,0.07663,97.20,0.48,"2,106.70"
2020.07.02,"1,201.60","4,605.23",0.86,0.08288,97.32,0.47,"2,135.37"
2020.07.03,"1,201.00","4,638.07",0.84,0.08288,97.17,0.50,"2,152.41"
2020.07.06,"1,200.40","4,712.69",0.84,0.08288,96.72,0.49,"2,187.93"
2020.07.07,"1,196.80","4,654.11",0.84,0.08300,96.88,0.45,"2,164.17"
2020.07.08,"1,192.90","4,642.63",0.83,0.08288,96.43,0.48,"2,158.88"
2020.07.09,"1,195.80","4,667.08",0.83,0.08175,96.70,0.48,"2,167.90"
2020.07.10,"1,194.50","4,630.86",0.82,0.08138,96.65,0.49,"2,150.25"
2020.07.13,"1,202.40","4,707.36",0.82,0.08200,96.46,0.50,"2,186.06"
2020.07.14,"1,200.30","4,698.84",0.82,0.07750,96.26,0.48,"2,183.61"
2020.07.15,"1,206.40","4,740.27",0.81,0.08425,96.08,0.47,"2,201.88"
2020.07.16,"1,200.70","4,691.19",0.81,0.08675,96.35,0.49,"2,183.76"
2020.07.17,"1,204.10","4,730.36",0.81,0.08563,95.94,0.46,"2,201.19"
2020.07.20,"1,205.70","4,711.19",0.81,0.08550,95.83,0.44,"2,198.20"
2020.07.21,"1,203.70","4,774.03",0.80,0.08525,95.12,0.46,"2,228.83"
2020.07.22,"1,198.10","4,750.43",0.79,0.08588,94.99,0.45,"2,228.66"
2020.07.23,"1,193.70","4,725.14",0.79,0.08563,94.69,0.46,"2,216.19"
2020.07.24,"1,198.50","4,694.17",0.78,0.08488,94.43,0.48,"2,200.44"
2020.07.27,"1,201.30","4,734.96",0.78,0.08513,93.67,0.49,"2,217.86"
2020.07.28,"1,196.60","4,838.79",0.78,0.08475,93.70,0.47,"2,256.99"
2020.07.29,"1,195.10","4,858.11",0.78,0.08413,93.45,0.48,"2,263.16"
2020.07.30,"1,195.20","4,871.35",0.78,0.08500,93.02,0.49,"2,267.01"
2020.07.31,"1,191.40","4,832.73",0.78,0.08725,93.35,0.51,"2,249.37"
2020.08.03,"1,189.10","4,844.53",0.77,0.08425,93.54,0.51,"2,251.04"
2020.08.04,"1,193.70","4,897.69",0.77,0.08900,93.38,0.50,"2,279.97"
2020.08.05,"1,193.50","4,960.28",0.77,0.08338,92.87,0.48,"2,311.86"
2020.08.06,"1,190.30","5,036.18",0.77,0.08575,92.79,0.49,"2,342.61"
2020.08.07,"1,184.30","5,059.24",0.77,0.08513,93.43,0.50,"2,351.67"
2020.08.10,"1,185.90","5,128.36",0.77,0.08600,93.58,0.47,"2,386.38"
2020.08.11,"1,186.70","5,197.74",0.78,0.08525,93.63,0.47,"2,418.67"
2020.08.12,"1,184.90","5,218.52",0.78,0.08538,93.44,0.49,"2,432.35"
2020.08.13,"1,186.00","5,234.66",0.79,0.08488,93.33,0.49,"2,437.53"
2020.08.14,"1,183.60","5,167.31",0.79,0.08550,93.10,0.52,"2,407.49"
2020.08.18,"1,185.80","5,061.58",0.80,0.08363,92.27,0.52,"2,348.24"
2020.08.19,"1,185.10","5,067.47",0.80,0.08463,92.89,0.51,"2,360.54"
2020.08.20,"1,182.30","4,872.39",0.80,0.08300,92.79,0.50,"2,274.22"
2020.08.21,"1,186.30","4,953.30",0.80,0.08175,93.25,0.53,"2,304.59"
2020.08.24,"1,185.30","5,007.27",0.82,0.08175,93.30,0.53,"2,329.83"
2020.08.25,"1,190.00","5,079.18",0.82,0.08138,93.02,0.52,"2,366.73"
2020.08.26,"1,186.30","5,094.45",0.83,0.08175,93.01,0.53,"2,369.32"
2020.08.27,"1,187.00","5,054.26",0.84,0.08200,93.00,0.50,"2,344.45"
2020.08.28,"1,185.70","5,066.47",0.84,0.08088,92.37,0.49,"2,353.80"
2020.08.31,"1,185.10","4,968.86",0.86,null,92.14,0.55,"2,326.17"
2020.09.01,"1,183.30","5,014.55",0.87,0.08125,92.34,0.52,"2,349.55"
2020.09.02,"1,184.60","5,039.52",0.88,0.08250,92.85,0.49,"2,364.27"
2020.09.03,"1,186.20","5,107.97",0.88,0.08238,92.74,0.48,"2,395.90"
2020.09.04,"1,187.50","5,032.05",0.89,0.08163,92.72,0.48,"2,368.25"
2020.09.07,"1,190.20","5,053.35",0.90,null,92.72,0.49,"2,384.22"
2020.09.08,"1,187.20","5,112.87",0.91,0.07938,93.44,0.43,"2,401.91"
2020.09.09,"1,187.90","5,058.33",0.91,0.08213,93.25,0.48,"2,375.81"
2020.09.10,"1,189.60","5,102.89",0.91,0.08413,93.34,0.47,"2,396.48"
2020.09.11,"1,185.30","5,100.39",0.91,0.08300,93.33,0.49,"2,396.69"
2020.09.14,"1,188.30","5,166.62",0.91,0.08388,93.05,0.47,"2,427.91"
2020.09.15,"1,184.20","5,208.22",0.90,0.08325,93.05,0.46,"2,443.58"
2020.09.16,"1,180.50","5,193.26",0.89,0.08250,93.21,0.46,"2,435.92"
2020.09.17,"1,177.80","5,126.99",0.89,0.08225,92.97,0.46,"2,406.17"
2020.09.18,"1,175.40","5,142.13",0.90,0.08313,92.93,0.47,"2,412.40"
2020.09.21,"1,163.60","5,096.01",0.91,0.08250,93.66,0.46,"2,389.39"
2020.09.22,"1,160.60","4,975.36",0.91,0.08263,93.99,0.49,"2,332.59"
2020.09.23,"1,163.90","4,984.91",0.92,0.08038,94.39,0.47,"2,333.24"
2020.09.24,"1,164.40","4,857.27",0.92,0.08075,94.35,0.49,"2,272.70"
2020.09.25,"1,170.30","4,873.19",0.92,0.08013,94.64,0.48,"2,278.79"
2020.09.28,"1,170.50","4,933.66",0.92,0.08163,94.28,0.48,"2,308.08"
2020.09.29,"1,173.50","4,972.11",0.92,0.08175,93.89,0.55,"2,327.89"
2020.10.05,"1,169.50","5,036.66",0.92,0.08138,93.51,0.47,"2,358.00"
2020.10.06,"1,163.40","5,055.29",0.92,0.08150,93.69,0.46,"2,365.90"
2020.10.07,"1,160.00","5,098.92",0.92,0.08175,93.63,0.48,"2,386.94"
2020.10.08,"1,162.50","5,102.14",0.91,0.08263,93.61,0.53,"2,391.96"
2020.10.12,"1,156.20","5,122.45",0.91,null,93.07,0.54,"2,403.73"
2020.10.13,"1,148.30","5,124.67",0.91,0.08000,93.53,0.54,"2,403.15"
2020.10.14,"1,149.50","5,072.93",0.90,0.08088,93.38,0.50,"2,380.48"
2020.10.15,"1,145.70","5,027.29",0.90,0.08125,93.86,0.47,"2,361.21"
2020.10.16,"1,144.60","4,993.84",0.90,0.08113,93.68,0.47,"2,341.53"
2020.10.19,"1,145.60","4,997.57",0.89,0.08088,93.43,0.48,"2,346.74"
2020.10.20,"1,142.20","5,028.00",0.89,0.08038,93.07,0.49,"2,358.41"
2020.10.21,"1,139.70","5,043.45",0.89,0.08063,92.61,0.52,"2,370.86"
2020.10.22,"1,133.70","5,007.76",0.89,0.08413,92.95,0.53,"2,355.05"
2020.10.23,"1,134.10","5,021.53",0.89,0.08138,92.77,0.55,"2,360.81"
2020.10.26,"1,134.60","4,995.14",0.89,0.08063,93.04,0.56,"2,343.91"
2020.10.27,"1,129.10","4,975.82",0.89,0.08163,92.94,0.56,"2,330.84"
2020.10.28,"1,127.60","5,007.45",0.89,0.08025,93.40,0.49,"2,345.26"
2020.10.29,"1,129.30","4,965.63",0.89,0.08100,93.96,0.48,"2,326.67"
2020.10.30,"1,133.40","4,826.33",0.89,0.08138,94.04,0.52,"2,267.15"
2020.11.02,"1,130.40","4,895.90",0.89,0.08113,94.13,0.48,"2,300.16"
2020.11.03,"1,134.70","4,990.06",0.91,0.08200,93.55,0.47,"2,343.31"
2020.11.04,"1,134.60","5,027.13",0.91,0.08150,93.41,0.46,"2,357.32"
2020.11.05,"1,136.50","5,147.45",0.91,0.08138,92.53,0.46,"2,413.79"
2020.11.06,"1,130.90","5,157.52",0.91,0.08263,92.23,0.51,"2,416.50"
2020.11.09,"1,124.40","5,211.71",0.91,0.08113,92.72,0.50,"2,447.20"
2020.11.10,"1,115.60","5,199.14",0.91,0.08488,92.75,0.49,"2,452.83"
2020.11.11,"1,115.90","5,276.00",0.91,null,93.04,0.48,"2,485.87"
2020.11.12,"1,112.40","5,249.20",0.91,0.08150,92.96,0.48,"2,475.62"
2020.11.13,"1,113.20","5,298.52",0.91,0.08325,92.75,0.48,"2,493.87"
2020.11.16,"1,115.10","5,408.65",0.90,0.08363,92.64,0.48,"2,543.03"
2020.11.17,"1,108.00","5,398.11",0.90,0.08213,92.42,0.49,"2,539.15"
2020.11.18,"1,106.80","5,409.39",0.90,0.08225,92.32,0.48,"2,545.64"
2020.11.19,"1,105.90","5,421.26",0.90,0.08238,92.29,0.49,"2,547.42"
2020.11.20,"1,112.20","5,424.18",0.90,0.08263,92.39,0.49,"2,553.50"
2020.11.23,"1,114.20","5,539.45",0.90,0.08200,92.50,0.51,"2,602.59"
2020.11.24,"1,112.60","5,567.15",0.91,0.08013,92.23,0.52,"2,617.76"
2020.11.25,"1,111.20","5,549.44",0.92,0.08000,91.99,0.51,"2,601.54"
2020.11.26,"1,107.20","5,615.61",0.93,null,91.99,0.53,"2,625.91"
2020.11.27,"1,105.80","5,628.06",0.94,0.08025,91.79,0.52,"2,633.45"
2020.11.30,"1,104.40","5,524.31",0.93,0.08500,91.87,0.60,"2,591.34"
2020.12.01,"1,104.90","5,636.08",0.93,0.08050,91.31,0.51,"2,634.25"
2020.12.02,"1,107.10","5,744.26",0.93,0.08150,91.12,0.48,"2,675.90"
2020.12.03,"1,103.30","5,808.56",0.93,0.08275,90.71,0.48,"2,696.22"
2020.12.04,"1,098.10","5,915.67",0.93,0.08325,90.70,0.48,"2,731.45"
2020.12.07,"1,086.60","5,968.37",0.93,0.08288,90.79,0.46,"2,745.44"
2020.12.08,"1,082.70","5,837.75",0.92,0.08250,90.96,0.45,"2,700.93"
2020.12.09,"1,084.40","5,963.64",0.92,0.08263,91.09,0.48,"2,755.47"
2020.12.10,"1,083.60","5,932.53",0.92,0.08288,90.82,0.49,"2,746.46"
2020.12.11,"1,086.20","5,974.76",0.92,0.08325,90.98,0.50,"2,770.06"
2020.12.14,"1,089.30","5,966.55",0.92,0.08250,90.71,0.50,"2,762.20"
2020.12.15,"1,090.80","5,953.45",0.92,0.08200,90.47,0.49,"2,756.82"
2020.12.16,"1,093.20","5,976.77",0.91,0.08125,90.45,0.49,"2,771.79"
