Date,ExchangeRate,Swap Rate -1Y,KORIBOR,LIBOR,달러지수 (종가),콜금리,KOSPI
2020.02.21,"1,197.00",1.57025,1.34,1.57025,99.26,1.23,"2,162.84"
2020.02.24,"1,205.60",1.57550,1.31,1.57550,99.36,1.24,"2,079.04"
2020.02.25,"1,217.70",1.56900,1.29,1.56900,98.97,1.25,"2,103.61"
2020.02.26,"1,212.70",1.57150,1.29,1.57150,99.00,1.25,"2,076.77"
2020.02.27,"1,216.80",1.57400,1.28,1.57400,98.51,1.23,"2,054.89"
2020.02.28,"1,215.90",1.56775,1.29,1.56775,98.13,1.26,"1,987.01"
2020.03.02,"1,215.30",1.57463,1.27,1.57463,97.36,1.26,"2,002.51"
2020.03.03,"1,200.30",1.57563,1.28,1.57563,97.15,1.26,"2,014.15"
2020.03.04,"1,191.40",1.08775,1.27,1.08775,97.34,1.25,"2,059.33"
2020.03.05,"1,186.40",1.08213,1.23,1.08213,96.82,1.25,"2,085.26"
2020.03.06,"1,185.00",1.07975,1.23,1.07975,95.95,1.24,"2,040.22"
2020.03.09,"1,191.40",1.08113,1.22,1.08113,94.89,1.26,"1,954.77"
2020.03.10,"1,201.40",1.08200,1.21,1.08200,96.41,1.25,"1,962.93"
2020.03.11,"1,196.70",1.08400,1.21,1.08400,96.51,1.24,"1,908.27"
2020.03.12,"1,192.80",1.08663,1.21,1.08663,97.47,1.25,"1,834.33"
2020.03.13,"1,202.00",1.08488,1.22,1.08488,98.75,1.25,"1,771.44"
2020.03.16,"1,222.20",0.23925,1.23,0.23925,98.07,1.27,"1,714.86"
2020.03.17,"1,219.60",0.25813,1.15,0.25813,99.58,0.76,"1,672.44"
2020.03.18,"1,241.20",0.37988,1.10,0.37988,101.16,0.73,"1,591.20"
2020.03.19,"1,237.80",0.29825,1.10,0.29825,102.99,0.72,"1,457.64"
2020.03.20,"1,280.10",0.21188,1.15,0.21188,102.82,0.73,"1,566.15"
2020.03.23,"1,254.10",0.20650,1.16,0.20650,102.49,0.73,"1,482.46"
2020.03.24,"1,274.60",0.17813,1.22,0.17813,102.04,0.72,"1,609.97"
2020.03.25,"1,256.00",0.20125,1.25,0.20125,101.05,0.73,"1,704.76"
2020.03.26,"1,230.70",0.14988,1.28,0.14988,99.35,0.73,"1,686.24"
2020.03.27,"1,227.90",0.13625,1.30,0.13625,98.36,0.75,"1,717.73"
2020.03.30,"1,212.40",0.12088,1.32,0.12088,99.18,0.76,"1,717.12"
2020.03.31,"1,222.60",0.11900,1.33,0.11900,99.05,0.80,"1,754.64"
2020.04.01,"1,220.00",0.10875,1.30,0.10875,99.67,0.76,"1,685.46"
2020.04.02,"1,222.20",0.08588,1.28,0.08588,100.18,0.74,"1,724.86"
2020.04.03,"1,237.60",0.07663,1.25,0.07663,100.58,0.73,"1,725.44"
2020.04.06,"1,229.80",0.07450,1.21,0.07450,100.68,0.75,"1,791.88"
2020.04.07,"1,233.40",0.07700,1.19,0.07700,99.90,0.74,"1,823.60"
2020.04.08,"1,222.40",0.07188,1.17,0.07188,100.12,0.73,"1,807.14"
2020.04.09,"1,219.70",0.06775,1.15,0.06775,99.52,0.73,"1,836.21"
2020.04.10,"1,216.40",null,1.13,#N/A,99.52,0.73,"1,860.70"
2020.04.13,"1,212.30",null,1.13,#N/A,99.35,0.75,"1,825.76"
2020.04.14,"1,218.70",0.07163,1.13,0.07163,98.89,0.74,"1,857.08"
2020.04.16,"1,216.70",0.06700,1.13,0.06700,100.03,0.73,"1,857.07"
2020.04.17,"1,227.50",0.06700,1.13,0.06700,99.78,0.74,"1,914.53"
2020.04.20,"1,219.30",0.06463,1.14,0.06463,99.96,0.75,"1,898.36"
2020.04.21,"1,218.70",0.06313,1.14,0.06313,100.26,0.75,"1,879.38"
2020.04.22,"1,231.30",0.06350,1.14,0.06350,100.39,0.74,"1,896.15"
2020.04.23,"1,235.20",0.05825,1.14,0.05825,100.43,0.74,"1,914.73"
2020.04.24,"1,232.00",0.05675,1.13,0.05675,100.38,0.74,"1,889.01"
2020.04.27,"1,235.80",0.05600,1.12,0.05600,100.04,0.73,"1,922.77"
2020.04.28,"1,230.30",0.05075,1.12,0.05075,99.86,0.73,"1,934.09"
2020.04.29,"1,225.20",0.05488,1.12,0.05488,99.57,0.76,"1,947.56"
2020.05.04,"1,218.50",0.05725,1.12,0.05725,99.48,0.71,"1,895.37"
2020.05.06,"1,227.80",0.06250,1.12,0.06250,100.09,0.72,"1,928.76"
2020.05.07,"1,223.30",0.06100,1.11,0.06100,99.89,0.71,"1,928.61"
2020.05.08,"1,226.50",null,1.10,null,99.73,0.72,"1,945.82"
2020.05.11,"1,217.70",0.06163,1.09,0.06163,100.24,0.73,"1,935.40"
2020.05.12,"1,217.80",0.06063,1.08,0.06063,99.93,0.73,"1,922.17"
2020.05.13,"1,226.70",0.06100,1.07,0.06100,100.24,0.72,"1,940.42"
2020.05.14,"1,226.30",0.06150,1.06,0.06150,100.47,0.72,"1,924.96"
2020.05.15,"1,227.90",0.06200,1.05,0.06200,100.40,0.71,"1,927.28"
2020.05.18,"1,229.30",0.05975,1.04,0.05975,99.67,0.71,"1,937.11"
2020.05.19,"1,231.60",0.06038,1.03,0.06038,99.37,0.73,"1,980.61"
2020.05.20,"1,224.50",0.06238,1.02,0.06238,99.12,0.72,"1,989.64"
2020.05.21,"1,227.80",0.06113,1.01,0.06113,99.37,0.73,"1,998.31"
2020.05.22,"1,230.70",0.06075,1.01,0.06075,99.86,0.72,"1,970.13"
2020.05.25,"1,236.20",null,1.00,null,99.86,0.72,"1,994.60"
2020.05.26,"1,242.00",0.06025,0.99,0.06025,98.91,0.72,"2,029.78"
2020.05.27,"1,237.10",0.06163,0.98,0.06163,99.06,0.74,"2,031.20"
2020.05.28,"1,233.70",0.06300,0.93,0.06300,98.38,0.49,"2,028.54"
2020.05.29,"1,239.40",0.06150,0.88,0.06150,98.34,0.49,"2,029.60"
2020.06.01,"1,237.60",0.06200,0.84,0.06200,97.83,0.49,"2,065.08"
2020.06.02,"1,227.80",0.06500,0.83,0.06500,97.67,0.47,"2,087.19"
2020.06.03,"1,224.10",0.06188,0.82,0.06188,97.28,0.47,"2,147.00"
2020.06.04,"1,216.90",0.05975,0.84,0.05975,96.68,0.46,"2,151.18"
2020.06.05,"1,217.40",0.06250,0.85,0.06250,96.94,0.47,"2,181.87"
2020.06.08,"1,213.10",0.06075,0.85,0.06075,96.62,0.46,"2,184.29"
2020.06.09,"1,204.20",0.06300,0.86,0.06300,96.32,0.50,"2,188.92"
2020.06.10,"1,197.70",0.06325,0.86,0.06325,95.96,0.49,"2,195.69"
2020.06.11,"1,194.40",0.06550,0.86,0.06550,96.73,0.49,"2,176.78"
2020.06.12,"1,192.80",0.06613,0.87,0.06613,97.32,0.46,"2,132.30"
2020.06.15,"1,206.60",0.06975,0.88,0.06975,96.71,0.46,"2,030.82"
2020.06.16,"1,210.80",0.07163,0.90,0.07163,96.96,0.46,"2,138.05"
2020.06.17,"1,206.60",0.07550,0.91,0.07550,97.16,0.47,"2,141.05"
2020.06.18,"1,214.50",0.07638,0.92,0.07638,97.42,0.46,"2,133.48"
2020.06.19,"1,213.00",0.07525,0.92,0.07525,97.62,0.46,"2,141.32"
2020.06.22,"1,212.00",0.06988,0.91,0.06988,97.04,0.47,"2,126.73"
2020.06.23,"1,213.20",0.07113,0.90,0.07113,96.65,0.47,"2,131.24"
2020.06.24,"1,210.10",0.07425,0.89,0.07425,97.15,0.48,"2,161.51"
2020.06.25,"1,202.90",0.07563,0.89,0.07563,97.43,0.47,"2,112.37"
2020.06.26,"1,205.20",0.07113,0.89,0.07113,97.43,0.50,"2,134.65"
2020.06.29,"1,198.60",0.08175,0.89,0.08175,97.54,0.49,"2,093.48"
2020.06.30,"1,200.70",0.08088,0.89,0.08088,97.39,0.57,"2,108.33"
2020.07.01,"1,198.50",0.07663,0.88,0.07663,97.20,0.48,"2,106.70"
2020.07.02,"1,201.60",0.08288,0.86,0.08288,97.32,0.47,"2,135.37"
2020.07.03,"1,201.00",0.08288,0.84,0.08288,97.17,0.50,"2,152.41"
2020.07.06,"1,200.40",0.08288,0.84,0.08288,96.72,0.49,"2,187.93"
2020.07.07,"1,196.80",0.08300,0.84,0.08300,96.88,0.45,"2,164.17"
2020.07.08,"1,192.90",0.08288,0.83,0.08288,96.43,0.48,"2,158.88"
2020.07.09,"1,195.80",0.08175,0.83,0.08175,96.70,0.48,"2,167.90"
2020.07.10,"1,194.50",0.08138,0.82,0.08138,96.65,0.49,"2,150.25"
2020.07.13,"1,202.40",0.08200,0.82,0.08200,96.46,0.50,"2,186.06"
2020.07.14,"1,200.30",0.07750,0.82,0.07750,96.26,0.48,"2,183.61"
2020.07.15,"1,206.40",0.08425,0.81,0.08425,96.08,0.47,"2,201.88"
2020.07.16,"1,200.70",0.08675,0.81,0.08675,96.35,0.49,"2,183.76"
2020.07.17,"1,204.10",0.08563,0.81,0.08563,95.94,0.46,"2,201.19"
2020.07.20,"1,205.70",0.08550,0.81,0.08550,95.83,0.44,"2,198.20"
2020.07.21,"1,203.70",0.08525,0.80,0.08525,95.12,0.46,"2,228.83"
2020.07.22,"1,198.10",0.08588,0.79,0.08588,94.99,0.45,"2,228.66"
2020.07.23,"1,193.70",0.08563,0.79,0.08563,94.69,0.46,"2,216.19"
2020.07.24,"1,198.50",0.08488,0.78,0.08488,94.43,0.48,"2,200.44"
2020.07.27,"1,201.30",0.08513,0.78,0.08513,93.67,0.49,"2,217.86"
2020.07.28,"1,196.60",0.08475,0.78,0.08475,93.70,0.47,"2,256.99"
2020.07.29,"1,195.10",0.08413,0.78,0.08413,93.45,0.48,"2,263.16"
2020.07.30,"1,195.20",0.08500,0.78,0.08500,93.02,0.49,"2,267.01"
2020.07.31,"1,191.40",0.08725,0.78,0.08725,93.35,0.51,"2,249.37"
2020.08.03,"1,189.10",0.08425,0.77,0.08425,93.54,0.51,"2,251.04"
2020.08.04,"1,193.70",0.08900,0.77,0.08900,93.38,0.50,"2,279.97"
2020.08.05,"1,193.50",0.08338,0.77,0.08338,92.87,0.48,"2,311.86"
2020.08.06,"1,190.30",0.08575,0.77,0.08575,92.79,0.49,"2,342.61"
2020.08.07,"1,184.30",0.08513,0.77,0.08513,93.43,0.50,"2,351.67"
2020.08.10,"1,185.90",0.08600,0.77,0.08600,93.58,0.47,"2,386.38"
2020.08.11,"1,186.70",0.08525,0.78,0.08525,93.63,0.47,"2,418.67"
2020.08.12,"1,184.90",0.08538,0.78,0.08538,93.44,0.49,"2,432.35"
2020.08.13,"1,186.00",0.08488,0.79,0.08488,93.33,0.49,"2,437.53"
2020.08.14,"1,183.60",0.08550,0.79,0.08550,93.10,0.52,"2,407.49"
2020.08.18,"1,185.80",0.08363,0.80,0.08363,92.27,0.52,"2,348.24"
2020.08.19,"1,185.10",0.08463,0.80,0.08463,92.89,0.51,"2,360.54"
2020.08.20,"1,182.30",0.08300,0.80,0.08300,92.79,0.50,"2,274.22"
2020.08.21,"1,186.30",0.08175,0.80,0.08175,93.25,0.53,"2,304.59"
2020.08.24,"1,185.30",0.08175,0.82,0.08175,93.30,0.53,"2,329.83"
2020.08.25,"1,190.00",0.08138,0.82,0.08138,93.02,0.52,"2,366.73"
2020.08.26,"1,186.30",0.08175,0.83,0.08175,93.01,0.53,"2,369.32"
2020.08.27,"1,187.00",0.08200,0.84,0.08200,93.00,0.50,"2,344.45"
2020.08.28,"1,185.70",0.08088,0.84,0.08088,92.37,0.49,"2,353.80"
2020.08.31,"1,185.10",null,0.86,null,92.14,0.55,"2,326.17"
2020.09.01,"1,183.30",0.08125,0.87,0.08125,92.34,0.52,"2,349.55"
2020.09.02,"1,184.60",0.08250,0.88,0.08250,92.85,0.49,"2,364.27"
2020.09.03,"1,186.20",0.08238,0.88,0.08238,92.74,0.48,"2,395.90"
2020.09.04,"1,187.50",0.08163,0.89,0.08163,92.72,0.48,"2,368.25"
2020.09.07,"1,190.20",null,0.90,null,92.72,0.49,"2,384.22"
2020.09.08,"1,187.20",0.07938,0.91,0.07938,93.44,0.43,"2,401.91"
2020.09.09,"1,187.90",0.08213,0.91,0.08213,93.25,0.48,"2,375.81"
2020.09.10,"1,189.60",0.08413,0.91,0.08413,93.34,0.47,"2,396.48"
2020.09.11,"1,185.30",0.08300,0.91,0.08300,93.33,0.49,"2,396.69"
2020.09.14,"1,188.30",0.08388,0.91,0.08388,93.05,0.47,"2,427.91"
2020.09.15,"1,184.20",0.08325,0.90,0.08325,93.05,0.46,"2,443.58"
2020.09.16,"1,180.50",0.08250,0.89,0.08250,93.21,0.46,"2,435.92"
2020.09.17,"1,177.80",0.08225,0.89,0.08225,92.97,0.46,"2,406.17"
2020.09.18,"1,175.40",0.08313,0.90,0.08313,92.93,0.47,"2,412.40"
2020.09.21,"1,163.60",0.08250,0.91,0.08250,93.66,0.46,"2,389.39"
2020.09.22,"1,160.60",0.08263,0.91,0.08263,93.99,0.49,"2,332.59"
2020.09.23,"1,163.90",0.08038,0.92,0.08038,94.39,0.47,"2,333.24"
2020.09.24,"1,164.40",0.08075,0.92,0.08075,94.35,0.49,"2,272.70"
2020.09.25,"1,170.30",0.08013,0.92,0.08013,94.64,0.48,"2,278.79"
2020.09.28,"1,170.50",0.08163,0.92,0.08163,94.28,0.48,"2,308.08"
2020.09.29,"1,173.50",0.08175,0.92,0.08175,93.89,0.55,"2,327.89"
2020.10.05,"1,169.50",0.08138,0.92,0.08138,93.51,0.47,"2,358.00"
2020.10.06,"1,163.40",0.08150,0.92,0.08150,93.69,0.46,"2,365.90"
2020.10.07,"1,160.00",0.08175,0.92,0.08175,93.63,0.48,"2,386.94"
2020.10.08,"1,162.50",0.08263,0.91,0.08263,93.61,0.53,"2,391.96"
2020.10.12,"1,156.20",null,0.91,null,93.07,0.54,"2,403.73"
2020.10.13,"1,148.30",0.08000,0.91,0.08000,93.53,0.54,"2,403.15"
2020.10.14,"1,149.50",0.08088,0.90,0.08088,93.38,0.50,"2,380.48"
2020.10.15,"1,145.70",0.08125,0.90,0.08125,93.86,0.47,"2,361.21"
2020.10.16,"1,144.60",0.08113,0.90,0.08113,93.68,0.47,"2,341.53"
2020.10.19,"1,145.60",0.08088,0.89,0.08088,93.43,0.48,"2,346.74"
2020.10.20,"1,142.20",0.08038,0.89,0.08038,93.07,0.49,"2,358.41"
2020.10.21,"1,139.70",0.08063,0.89,0.08063,92.61,0.52,"2,370.86"
2020.10.22,"1,133.70",0.08413,0.89,0.08413,92.95,0.53,"2,355.05"
2020.10.23,"1,134.10",0.08138,0.89,0.08138,92.77,0.55,"2,360.81"
2020.10.26,"1,134.60",0.08063,0.89,0.08063,93.04,0.56,"2,343.91"
2020.10.27,"1,129.10",0.08163,0.89,0.08163,92.94,0.56,"2,330.84"
2020.10.28,"1,127.60",0.08025,0.89,0.08025,93.40,0.49,"2,345.26"
2020.10.29,"1,129.30",0.08100,0.89,0.08100,93.96,0.48,"2,326.67"
2020.10.30,"1,133.40",0.08138,0.89,0.08138,94.04,0.52,"2,267.15"
2020.11.02,"1,130.40",0.08113,0.89,0.08113,94.13,0.48,"2,300.16"
2020.11.03,"1,134.70",0.08200,0.91,0.08200,93.55,0.47,"2,343.31"
2020.11.04,"1,134.60",0.08150,0.91,0.08150,93.41,0.46,"2,357.32"
2020.11.05,"1,136.50",0.08138,0.91,0.08138,92.53,0.46,"2,413.79"
2020.11.06,"1,130.90",0.08263,0.91,0.08263,92.23,0.51,"2,416.50"
2020.11.09,"1,124.40",0.08113,0.91,0.08113,92.72,0.50,"2,447.20"
2020.11.10,"1,115.60",0.08488,0.91,0.08488,92.75,0.49,"2,452.83"
2020.11.11,"1,115.90",null,0.91,null,93.04,0.48,"2,485.87"
2020.11.12,"1,112.40",0.08150,0.91,0.08150,92.96,0.48,"2,475.62"
2020.11.13,"1,113.20",0.08325,0.91,0.08325,92.75,0.48,"2,493.87"
2020.11.16,"1,115.10",0.08363,0.90,0.08363,92.64,0.48,"2,543.03"
2020.11.17,"1,108.00",0.08213,0.90,0.08213,92.42,0.49,"2,539.15"
2020.11.18,"1,106.80",0.08225,0.90,0.08225,92.32,0.48,"2,545.64"
2020.11.19,"1,105.90",0.08238,0.90,0.08238,92.29,0.49,"2,547.42"
2020.11.20,"1,112.20",0.08263,0.90,0.08263,92.39,0.49,"2,553.50"
2020.11.23,"1,114.20",0.08200,0.90,0.08200,92.50,0.51,"2,602.59"
2020.11.24,"1,112.60",0.08013,0.91,0.08013,92.23,0.52,"2,617.76"
2020.11.25,"1,111.20",0.08000,0.92,0.08000,91.99,0.51,"2,601.54"
2020.11.26,"1,107.20",null,0.93,null,91.99,0.53,"2,625.91"
2020.11.27,"1,105.80",0.08025,0.94,0.08025,91.79,0.52,"2,633.45"
2020.11.30,"1,104.40",0.08500,0.93,0.08500,91.87,0.60,"2,591.34"
2020.12.01,"1,104.90",0.08050,0.93,0.08050,91.31,0.51,"2,634.25"
2020.12.02,"1,107.10",0.08150,0.93,0.08150,91.12,0.48,"2,675.90"
2020.12.03,"1,103.30",0.08275,0.93,0.08275,90.71,0.48,"2,696.22"
2020.12.04,"1,098.10",0.08325,0.93,0.08325,90.70,0.48,"2,731.45"
2020.12.07,"1,086.60",0.08288,0.93,0.08288,90.79,0.46,"2,745.44"
2020.12.08,"1,082.70",0.08250,0.92,0.08250,90.96,0.45,"2,700.93"
2020.12.09,"1,084.40",0.08263,0.92,0.08263,91.09,0.48,"2,755.47"
2020.12.10,"1,083.60",0.08288,0.92,0.08288,90.82,0.49,"2,746.46"
2020.12.11,"1,086.20",0.08325,0.92,0.08325,90.98,0.50,"2,770.06"
2020.12.14,"1,089.30",0.08250,0.92,0.08250,90.71,0.50,"2,762.20"
2020.12.15,"1,090.80",0.08200,0.92,0.08200,90.47,0.49,"2,756.82"
2020.12.16,"1,093.20",0.08125,0.91,0.08125,90.45,0.49,"2,771.79"
2020.12.17,"1,092.20",0.08538,0.91,0.08538,89.82,0.48,"2,770.43"
2020.12.18,"1,092.80",0.08438,0.91,0.08438,90.02,0.48,"2,772.18"
2020.12.21,"1,097.90",0.08463,0.91,0.08463,90.04,0.51,"2,778.65"
2020.12.22,"1,101.20",0.08513,0.91,0.08513,90.65,0.52,"2,733.68"
2020.12.23,"1,106.60",0.08563,0.91,0.08563,90.41,0.56,"2,759.82"
2020.12.24,"1,108.90",0.08100,0.91,0.08100,90.32,0.55,"2,806.86"
2020.12.28,"1,103.70",null,0.92,null,90.34,0.55,"2,808.60"
2020.12.29,"1,098.20",0.08738,0.93,0.08738,89.99,0.54,"2,820.51"
2020.12.30,"1,093.20",0.08563,0.94,0.08563,89.68,0.57,"2,873.47"
2020.12.31,"1,088.00",0.07763,0.94,0.07763,89.94,0.61,null
2021.01.04,"1,088.00",0.08463,0.94,0.08463,89.87,0.53,"2,944.45"
2021.01.05,"1,083.10",0.08638,0.91,0.08638,89.44,0.48,"2,990.57"
2021.01.06,"1,086.10",0.08650,0.89,0.08650,89.53,0.48,"2,968.21"
2021.01.07,"1,086.80",0.08675,0.88,0.08675,89.83,0.49,"3,031.68"
2021.01.08,"1,087.70",0.08675,0.87,0.08675,90.10,0.48,"3,152.18"
2021.01.11,"1,094.40",0.08688,0.87,0.08688,90.46,0.51,"3,148.45"
2021.01.12,"1,097.80",0.08588,0.86,0.08588,90.09,0.48,"3,125.95"
2021.01.13,"1,099.90",0.08600,0.86,0.08600,90.36,0.49,"3,148.29"
2021.01.14,"1,095.00",0.08675,0.86,0.08675,90.24,0.49,"3,149.93"
2021.01.15,"1,100.30",0.08663,0.86,0.08663,90.77,0.50,"3,085.90"
2021.01.18,"1,097.90",null,0.86,null,90.76,0.51,"3,013.93"
2021.01.19,"1,104.40",0.08513,0.86,0.08513,90.50,0.48,"3,092.66"
2021.01.20,"1,102.10",0.08663,0.86,0.08663,90.47,0.48,"3,114.55"
2021.01.21,"1,100.00",0.08700,0.86,0.08700,90.13,0.48,"3,160.84"
2021.01.22,"1,099.20",0.08625,0.87,0.08625,90.24,0.49,"3,140.63"
2021.01.25,"1,102.30",0.08463,0.87,0.08463,90.39,0.48,"3,208.99"
2021.01.26,"1,103.20",0.08375,0.88,0.08375,90.17,0.51,"3,140.31"
2021.01.27,"1,103.00",0.08288,0.88,0.08288,90.65,0.45,"3,122.56"
2021.01.28,"1,104.00",0.07925,0.88,0.07925,90.46,0.46,"3,069.05"
2021.01.29,"1,114.60",0.07875,0.88,0.07875,90.58,0.52,"2,976.21"
2021.02.01,"1,117.20",0.07925,0.88,0.07925,90.98,0.49,"3,056.53"
2021.02.02,"1,118.00",0.08113,0.88,0.08113,91.20,0.47,"3,096.81"
2021.02.03,"1,116.60",0.08288,0.88,0.08288,91.17,0.45,"3,129.68"
2021.02.04,"1,114.00",0.08300,0.88,0.08300,91.53,0.47,"3,087.55"
2021.02.05,"1,116.70",0.08288,0.87,0.08288,91.04,0.46,"3,120.63"
2021.02.08,"1,124.00",0.08125,0.87,0.08125,90.93,0.48,"3,091.24"
2021.02.09,"1,119.10",0.07988,0.87,0.07988,90.44,0.49,"3,084.67"
2021.02.10,"1,116.00",0.07988,0.87,0.07988,90.37,0.49,"3,100.58"
2021.02.15,"1,110.10",null,0.87,null,90.48,0.49,"3,147.00"
2021.02.16,"1,103.10",0.08150,0.87,0.08150,90.51,0.50,"3,163.25"
2021.02.17,"1,099.70",0.08063,0.87,null,90.95,0.47,"3,133.73"
2021.02.18,"1,107.70",0.08013,0.87,null,90.59,0.49,"3,086.66"
2021.02.19,"1,105.70",0.07813,0.86,null,90.36,0.51,"3,107.62"
2021.02.22,"1,107.10",null,0.86,null,90.01,0.50,"3,079.75"
2021.02.23,"1,106.50",null,0.86,null,90.17,0.49,"3,070.09"
