Date,ExchangeRate,Swap Rate -1Y,KORIBOR,LIBOR,달러지수 (종가),콜금리,KOSPI
2018.11.07,"1,122.50",2.17725,2.09,2.17725,96.00,1.48,"2,078.69"
2018.11.08,"1,120.90",2.17988,2.07,2.17988,96.72,1.48,"2,092.63"
2018.11.09,"1,118.40",2.17500,2.07,2.17500,96.91,1.49,"2,086.09"
2018.11.12,"1,125.70",null,2.07,null,97.54,1.50,"2,080.44"
2018.11.13,"1,132.00",2.17788,2.06,2.17788,97.30,1.51,"2,071.23"
2018.11.14,"1,135.70",2.17575,2.06,2.17575,96.80,1.50,"2,068.05"
2018.11.15,"1,132.40",2.17938,2.06,2.17938,96.93,1.51,"2,088.06"
2018.11.16,"1,130.30",2.17538,2.07,2.17538,96.47,1.52,"2,092.40"
2018.11.19,"1,128.70",2.18075,2.06,2.18075,96.19,1.51,"2,100.56"
2018.11.20,"1,127.40",2.17288,2.06,2.17288,96.84,1.52,"2,082.58"
2018.11.21,"1,127.50",2.18050,2.06,2.18050,96.71,1.50,"2,076.55"
2018.11.22,"1,131.30",null,2.06,null,96.71,1.53,"2,069.95"
2018.11.23,"1,129.00",2.17700,2.06,2.17700,96.92,1.52,"2,057.48"
2018.11.26,"1,130.50",2.18300,2.06,2.18300,97.07,1.52,"2,083.02"
2018.11.27,"1,129.90",2.17850,2.05,2.17850,97.37,1.49,"2,099.42"
2018.11.28,"1,129.70",2.18250,2.06,2.18250,96.79,1.48,"2,108.22"
2018.11.29,"1,128.90",2.18275,2.06,2.18275,96.78,1.49,"2,114.10"
2018.11.30,"1,121.80",2.17750,2.07,2.17750,97.27,1.76,"2,096.86"
2018.12.03,"1,120.30",2.18188,2.07,2.18188,97.04,1.74,"2,131.93"
2018.12.04,"1,113.70",2.17613,2.07,2.17613,96.97,1.68,"2,114.35"
2018.12.05,"1,109.80",2.17188,2.06,2.17188,97.07,1.73,"2,101.31"
2018.12.06,"1,113.60",2.18238,2.05,2.18238,96.81,1.71,"2,068.69"
2018.12.07,"1,117.80",2.18088,2.05,2.18088,96.51,1.75,"2,075.76"
2018.12.10,"1,118.20",2.18200,2.04,2.18200,97.22,1.76,"2,053.79"
2018.12.11,"1,124.70",2.18213,2.03,2.18213,97.39,1.76,"2,052.97"
2018.12.12,"1,129.40",2.18475,2.02,2.18475,97.04,1.77,"2,082.57"
2018.12.13,"1,127.60",2.18438,2.01,2.18438,97.06,1.75,"2,095.55"
2018.12.14,"1,124.00",2.18475,2.01,2.18475,97.44,1.76,"2,069.38"
2018.12.17,"1,129.20",2.18125,2.02,2.18125,97.10,1.76,"2,071.09"
2018.12.18,"1,131.60",2.18025,2.01,2.18025,97.10,1.75,"2,062.11"
2018.12.19,"1,129.90",2.18175,2.00,2.18175,97.03,1.75,"2,078.84"
2018.12.20,"1,125.10",2.38788,1.99,2.38788,96.28,1.77,"2,060.12"
2018.12.21,"1,128.90",2.39163,1.99,2.39163,96.96,1.78,"2,061.49"
2018.12.24,"1,123.90",2.38988,2.01,2.38988,96.55,1.77,"2,055.01"
2018.12.26,"1,125.20",null,2.01,null,97.05,1.78,"2,028.01"
2018.12.27,"1,125.60",2.39100,2.01,2.39100,96.48,1.82,"2,028.44"
2018.12.28,"1,121.30",2.39238,2.01,2.39238,96.40,1.82,"2,041.04"
2018.12.31,"1,118.10",2.37825,2.01,2.37825,96.17,1.89,null
2019.01.02,"1,118.10",2.38675,2.02,2.38675,96.82,1.83,"2,010.00"
2019.01.03,"1,119.00",2.39188,1.99,2.39188,96.31,1.77,"1,993.70"
2019.01.04,"1,127.50",2.39400,1.98,2.39400,96.18,1.75,"2,010.25"
2019.01.07,"1,125.20",2.39275,1.96,2.39275,95.67,1.74,"2,037.10"
2019.01.08,"1,118.00",2.39125,1.94,2.39125,95.90,1.74,"2,025.27"
2019.01.09,"1,121.70",2.39075,1.93,2.39075,95.22,1.73,"2,064.71"
2019.01.10,"1,121.60",2.39413,1.92,2.39413,95.54,1.75,"2,063.28"
2019.01.11,"1,118.90",2.38938,1.93,2.38938,95.67,1.75,"2,075.57"
2019.01.14,"1,117.60",2.39013,1.93,2.39013,95.61,1.73,"2,064.52"
2019.01.15,"1,121.40",2.38675,1.93,2.38675,96.04,1.74,"2,097.18"
2019.01.16,"1,120.10",2.38488,1.93,2.38488,96.06,1.75,"2,106.10"
2019.01.17,"1,122.00",2.38463,1.93,2.38463,96.06,1.75,"2,107.06"
2019.01.18,"1,121.40",2.38388,1.93,2.38388,96.34,1.75,"2,124.28"
2019.01.21,"1,121.30",null,1.93,null,96.34,1.76,"2,124.61"
2019.01.22,"1,126.50",2.37563,1.93,2.37563,96.30,1.77,"2,117.77"
2019.01.23,"1,130.20",2.38413,1.92,2.38413,96.12,1.78,"2,127.78"
2019.01.24,"1,128.20",2.38450,1.92,2.38450,96.60,1.75,"2,145.03"
2019.01.25,"1,128.00",2.38475,1.92,2.38475,95.79,1.76,"2,177.73"
2019.01.28,"1,125.10",2.38488,1.92,2.38488,95.75,1.76,"2,177.30"
2019.01.29,"1,116.90",2.38438,1.93,2.38438,95.82,1.74,"2,183.36"
2019.01.30,"1,118.10",2.38388,1.93,2.38388,95.34,1.74,"2,206.20"
2019.01.31,"1,117.20",2.38350,1.93,2.38350,95.58,1.81,"2,204.85"
2019.02.01,"1,111.60",2.37400,1.93,2.37400,95.58,1.74,"2,203.46"
2019.02.07,"1,116.80",2.38313,1.93,2.38313,96.51,1.75,"2,203.42"
2019.02.08,"1,123.40",2.38575,1.94,2.38575,96.64,1.75,"2,177.05"
2019.02.11,"1,124.50",2.38625,1.93,2.38625,97.06,1.74,"2,180.73"
2019.02.12,"1,124.50",2.38350,1.93,2.38350,96.71,1.75,"2,190.47"
2019.02.13,"1,124.60",2.38438,1.93,2.38438,97.13,1.74,"2,201.48"
2019.02.14,"1,121.70",2.38275,1.94,2.38275,96.98,1.76,"2,225.85"
2019.02.15,"1,125.00",2.38700,1.94,2.38700,96.90,1.77,"2,196.09"
2019.02.18,"1,127.70",null,1.94,null,96.90,1.78,"2,210.89"
2019.02.19,"1,124.70",2.37800,1.94,2.37800,96.52,1.76,"2,205.63"
2019.02.20,"1,127.50",2.38463,1.94,2.38463,96.45,1.75,"2,229.76"
2019.02.21,"1,122.60",2.38250,1.94,2.38250,96.61,1.76,"2,228.66"
2019.02.22,"1,124.40",2.38788,1.94,2.38788,96.51,1.76,"2,230.50"
2019.02.25,"1,125.70",2.38863,1.94,2.38863,96.41,1.77,"2,232.56"
2019.02.26,"1,120.80",2.38863,1.95,2.38863,96.00,1.76,"2,226.60"
2019.02.27,"1,118.30",2.38825,1.95,2.38825,96.15,1.77,"2,234.79"
2019.02.28,"1,117.80",2.38275,1.95,2.38275,96.16,1.80,"2,195.44"
2019.03.04,"1,119.90",2.38238,1.95,2.38238,96.68,1.76,"2,190.66"
2019.03.05,"1,125.00",2.39063,1.95,2.39063,96.87,1.77,"2,179.23"
2019.03.06,"1,125.80",2.39063,1.95,2.39063,96.87,1.75,"2,175.60"
2019.03.07,"1,127.80",2.38975,1.95,2.38975,97.67,1.76,"2,165.79"
2019.03.08,"1,128.30",2.38688,1.95,2.38688,97.31,1.78,"2,137.44"
2019.03.11,"1,134.00",2.39025,1.94,2.39025,97.22,1.77,"2,138.10"
2019.03.12,"1,134.50",2.39038,1.94,2.39038,96.94,1.76,"2,157.18"
2019.03.13,"1,128.70",2.39013,1.94,2.39013,96.55,1.78,"2,148.41"
2019.03.14,"1,131.50",2.39038,1.94,2.39038,96.78,1.75,"2,155.68"
2019.03.15,"1,132.70",2.39038,1.95,2.39038,96.59,1.73,"2,176.11"
2019.03.18,"1,136.10",2.38963,1.94,2.38963,96.52,1.76,"2,179.49"
2019.03.19,"1,133.70",2.39013,1.94,2.39013,96.38,1.74,"2,177.62"
2019.03.20,"1,130.90",2.38625,1.94,2.38625,95.76,1.74,"2,177.10"
2019.03.21,"1,130.40",2.38725,1.94,2.38725,96.50,1.74,"2,184.88"
2019.03.22,"1,125.80",2.38900,1.94,2.38900,96.65,1.75,"2,186.95"
2019.03.25,"1,129.80",2.38938,1.94,2.38938,96.57,1.75,"2,144.86"
2019.03.26,"1,134.90",2.39388,1.93,2.39388,96.74,1.77,"2,148.80"
2019.03.27,"1,132.10",2.39213,1.93,2.39213,96.77,1.74,"2,145.62"
2019.03.28,"1,134.70",2.39275,1.92,2.39275,97.20,1.76,"2,128.10"
2019.03.29,"1,137.80",2.38200,1.90,2.38200,97.28,1.81,"2,140.67"
2019.04.01,"1,136.10",2.38813,1.88,2.38813,97.23,1.75,"2,168.28"
2019.04.02,"1,132.70",2.38025,1.88,2.38025,97.36,1.75,"2,177.18"
2019.04.03,"1,135.80",2.38613,1.87,2.38613,97.09,1.70,"2,203.27"
2019.04.04,"1,134.90",2.39413,1.87,2.39413,97.31,1.72,"2,206.53"
2019.04.05,"1,135.50",2.39375,1.87,2.39375,97.39,1.75,"2,209.61"
2019.04.08,"1,136.40",2.39175,1.87,2.39175,97.05,1.76,"2,210.60"
2019.04.09,"1,141.40",2.39300,1.87,2.39300,97.01,1.77,"2,213.56"
2019.04.10,"1,142.80",2.38850,1.87,2.38850,96.95,1.75,"2,224.39"
2019.04.11,"1,141.20",2.38850,1.87,2.38850,97.18,1.78,"2,224.44"
2019.04.12,"1,139.20",2.39225,1.87,2.39225,96.97,1.76,"2,233.45"
2019.04.15,"1,140.50",2.39263,1.87,2.39263,96.94,1.77,"2,242.88"
2019.04.16,"1,133.90",2.38913,1.87,2.38913,97.04,1.76,"2,248.63"
2019.04.17,"1,135.70",2.38563,1.87,2.38563,97.01,1.73,"2,245.89"
2019.04.18,"1,136.10",2.39113,1.87,2.39113,97.47,1.72,"2,213.77"
2019.04.19,"1,136.20",null,1.87,null,97.38,1.75,"2,216.15"
2019.04.22,"1,137.10",null,1.87,null,97.29,1.74,"2,216.65"
2019.04.23,"1,140.80",2.40275,1.87,2.40275,97.64,1.75,"2,220.51"
2019.04.24,"1,141.10",2.39413,1.87,2.39413,98.17,1.73,"2,201.03"
2019.04.25,"1,146.90",2.39938,1.87,2.39938,98.20,1.73,"2,190.50"
2019.04.26,"1,158.70",2.40000,1.86,2.40000,98.01,1.73,"2,179.31"
2019.04.29,"1,159.70",2.38975,1.86,2.38975,97.86,1.73,"2,216.43"
2019.04.30,"1,158.20",2.37913,1.86,2.37913,97.48,1.79,"2,203.59"
2019.05.02,"1,163.80",2.37313,1.86,2.37313,97.83,1.75,"2,212.75"
2019.05.03,"1,163.90",2.37788,1.86,2.37788,97.52,1.74,"2,196.32"
2019.05.07,"1,169.40",2.36313,1.85,2.36313,97.63,1.73,"2,176.99"
2019.05.08,"1,169.80",2.36275,1.85,2.36275,97.62,1.73,"2,168.01"
2019.05.09,"1,169.90",2.35888,1.85,2.35888,97.37,1.73,"2,102.01"
2019.05.10,"1,175.80",2.35638,1.84,2.35638,97.33,1.74,"2,108.04"
2019.05.13,"1,178.10",2.34513,1.84,2.34513,97.32,1.75,"2,079.01"
2019.05.14,"1,183.10",2.34338,1.84,2.34338,97.53,1.73,"2,081.84"
2019.05.15,"1,187.00",2.34913,1.83,2.34913,97.57,1.76,"2,092.78"
2019.05.16,"1,189.40",2.35938,1.83,2.35938,97.86,1.75,"2,067.69"
2019.05.17,"1,189.80",2.35575,1.83,2.35575,98.00,1.74,"2,055.80"
2019.05.20,"1,192.70",2.35938,1.82,2.35938,97.93,1.76,"2,055.71"
2019.05.21,"1,192.90",2.35538,1.82,2.35538,98.06,1.73,"2,061.25"
2019.05.22,"1,193.30",2.35450,1.82,2.35450,98.04,1.73,"2,064.86"
2019.05.23,"1,194.60",2.35625,1.81,2.35625,97.86,1.74,"2,059.59"
2019.05.24,"1,191.20",2.35650,1.81,2.35650,97.61,1.73,"2,045.31"
2019.05.27,"1,189.60",null,1.81,null,97.61,1.75,"2,044.21"
2019.05.28,"1,184.10",2.35388,1.81,2.35388,97.95,1.75,"2,048.83"
2019.05.29,"1,187.60",2.35600,1.80,2.35600,98.14,1.75,"2,023.32"
2019.05.30,"1,193.10",2.35775,1.80,2.35775,98.14,1.76,"2,038.80"
2019.05.31,"1,190.00",2.35450,1.79,2.35450,97.75,1.79,"2,041.74"
2019.06.03,"1,191.20",2.36075,1.77,2.36075,97.14,1.77,"2,067.85"
2019.06.04,"1,183.00",2.36000,1.77,2.36000,97.07,1.75,"2,066.97"
2019.06.05,"1,181.50",2.34538,1.77,2.34538,97.32,1.73,"2,069.11"
2019.06.07,"1,179.80",2.35175,1.76,2.35175,96.54,1.77,"2,072.33"
2019.06.10,"1,179.50",2.34500,1.75,2.34500,96.76,1.75,"2,099.49"
2019.06.11,"1,184.00",2.35088,1.73,2.35088,96.69,1.75,"2,111.81"
2019.06.12,"1,181.70",2.35038,1.72,2.35038,97.00,1.75,"2,108.75"
2019.06.13,"1,181.70",2.35050,1.70,2.35050,97.01,1.75,"2,103.15"
2019.06.14,"1,184.70",2.34663,1.69,2.34663,97.57,1.74,"2,095.41"
2019.06.17,"1,184.00",2.34438,1.69,2.34438,97.56,1.76,"2,090.73"
2019.06.18,"1,186.30",2.34950,1.69,2.34950,97.64,1.75,"2,098.71"
2019.06.19,"1,185.00",2.34088,1.69,2.34088,97.12,1.76,"2,124.78"
2019.06.20,"1,177.00",2.34150,1.68,2.34150,96.63,1.75,"2,131.29"
2019.06.21,"1,167.70",2.34750,1.68,2.34750,96.22,1.74,"2,125.62"
2019.06.24,"1,162.00",2.34925,1.68,2.34925,95.98,1.75,"2,126.33"
2019.06.25,"1,157.90",2.34475,1.68,2.34475,96.14,1.75,"2,121.64"
2019.06.26,"1,154.70",2.35400,1.68,2.35400,96.21,1.76,"2,121.85"
2019.06.27,"1,158.20",2.35488,1.69,2.35488,96.19,1.77,"2,134.32"
2019.06.28,"1,156.80",2.37038,1.70,2.37038,96.13,1.83,"2,130.62"
2019.07.01,"1,156.40",2.35975,1.69,2.35975,96.84,1.75,"2,129.74"
2019.07.02,"1,155.40",2.35138,1.69,2.35138,96.73,1.73,"2,122.02"
2019.07.03,"1,164.80",2.35638,1.68,2.35638,96.77,1.73,"2,096.02"
2019.07.04,"1,170.40",null,1.67,null,96.77,1.73,"2,108.73"
2019.07.05,"1,169.20",2.34825,1.66,2.34825,97.29,1.73,"2,110.59"
2019.07.08,"1,170.40",2.35688,1.65,2.35688,97.38,1.73,"2,064.17"
2019.07.09,"1,178.50",2.35013,1.65,2.35013,97.49,1.69,"2,052.03"
2019.07.10,"1,179.90",2.35475,1.64,2.35475,97.10,1.74,"2,058.78"
2019.07.11,"1,181.40",2.35900,1.63,2.35900,97.05,1.75,"2,080.58"
2019.07.12,"1,173.80",2.35913,1.62,2.35913,96.81,1.74,"2,086.66"
2019.07.15,"1,177.30",2.35713,1.61,2.35713,96.93,1.73,"2,082.48"
2019.07.16,"1,179.20",2.35663,1.61,2.35663,97.39,1.72,"2,091.87"
2019.07.17,"1,178.50",2.36275,1.60,2.36275,97.22,1.72,"2,072.92"
2019.07.18,"1,180.40",2.36063,1.57,2.36063,96.79,1.50,"2,066.55"
2019.07.19,"1,179.50",2.36200,1.55,2.36200,97.15,1.49,"2,094.36"
2019.07.22,"1,173.40",2.35963,1.52,2.35963,97.26,1.48,"2,093.34"
2019.07.23,"1,177.60",2.35375,1.51,2.35375,97.70,1.48,"2,101.45"
2019.07.24,"1,178.40",2.35225,1.49,2.35225,97.73,1.48,"2,082.30"
2019.07.25,"1,178.20",2.34900,1.48,2.34900,97.82,1.50,"2,074.48"
2019.07.26,"1,179.80",2.35038,1.47,2.35038,98.01,1.51,"2,066.26"
2019.07.29,"1,184.20",2.34863,1.47,2.34863,98.04,1.50,"2,029.48"
2019.07.30,"1,183.40",2.34700,1.46,2.34700,98.05,1.52,"2,038.68"
2019.07.31,"1,182.00",2.35163,1.45,2.35163,98.52,1.56,"2,024.55"
2019.08.01,"1,181.90",2.11225,1.45,2.11225,98.37,1.51,"2,017.34"
2019.08.02,"1,188.50",2.10425,1.44,2.10425,98.07,1.48,"1,998.13"
2019.08.05,"1,194.80",2.10513,1.43,2.10513,97.52,1.49,"1,946.98"
2019.08.06,"1,211.80",2.09713,1.40,2.09713,97.63,1.49,"1,917.50"
2019.08.07,"1,214.30",2.09938,1.39,2.09938,97.54,1.49,"1,909.71"
2019.08.08,"1,214.50",2.09525,1.38,2.09525,97.62,1.49,"1,920.61"
2019.08.09,"1,211.30",2.09538,1.38,2.09538,97.49,1.50,"1,937.75"
2019.08.12,"1,209.70",2.10275,1.38,2.10275,97.38,1.52,"1,942.29"
2019.08.13,"1,215.60",2.09825,1.38,2.09825,97.81,1.52,"1,925.83"
2019.08.14,"1,218.90",2.09213,1.37,2.09213,97.99,1.52,"1,938.37"
2019.08.16,"1,211.70",2.09850,1.36,2.09850,98.14,1.52,"1,927.17"
2019.08.19,"1,213.30",2.09538,1.35,2.09538,98.35,1.51,"1,939.90"
2019.08.20,"1,210.70",2.09700,1.34,2.09700,98.19,1.51,"1,960.25"
2019.08.21,"1,210.20",2.09300,1.34,2.09300,98.30,1.51,"1,964.65"
2019.08.22,"1,204.00",2.09363,1.34,2.09363,98.17,1.52,"1,951.01"
2019.08.23,"1,205.10",2.08838,1.35,2.08838,97.64,1.53,"1,948.30"
2019.08.26,"1,212.20",null,1.35,null,98.08,1.53,"1,916.31"
2019.08.27,"1,218.20",2.09575,1.35,2.09575,98.00,1.53,"1,924.60"
2019.08.28,"1,213.10",2.08663,1.36,2.08663,98.21,1.51,"1,941.09"
2019.08.29,"1,213.50",2.09500,1.37,2.09500,98.51,1.51,"1,933.41"
2019.08.30,"1,215.20",2.08963,1.37,2.08963,98.92,1.54,"1,967.79"
2019.09.02,"1,209.60",null,1.37,null,98.92,1.50,"1,969.19"
2019.09.03,"1,211.90",2.09063,1.40,2.09063,99.00,1.50,"1,965.69"
2019.09.04,"1,215.20",2.09125,1.41,2.09125,98.45,1.49,"1,988.53"
2019.09.05,"1,209.70",2.09763,1.44,2.09763,98.41,1.50,"2,004.75"
2019.09.06,"1,199.60",2.09475,1.46,2.09475,98.39,1.53,"2,009.13"
2019.09.09,"1,196.90",2.09388,1.47,2.09388,98.28,1.56,"2,019.55"
2019.09.10,"1,192.40",2.09250,1.47,2.09250,98.33,1.51,"2,032.08"
2019.09.11,"1,191.90",2.09450,1.47,2.09450,98.64,1.49,"2,049.20"
2019.09.16,"1,191.40",2.11163,1.48,2.11163,98.61,1.52,"2,062.22"
2019.09.17,"1,184.00",2.15488,1.50,2.15488,98.26,1.52,"2,062.33"
2019.09.18,"1,188.30",2.18525,1.50,2.18525,98.56,1.50,"2,070.73"
2019.09.19,"1,190.50",1.96213,1.51,1.96213,98.27,1.50,"2,080.35"
2019.09.20,"1,195.10",1.86850,1.51,1.86850,98.51,1.51,"2,091.52"
2019.09.23,"1,191.10",1.84750,1.52,1.84750,98.60,1.51,"2,091.70"
2019.09.24,"1,193.10",1.84200,1.52,1.84200,98.34,1.51,"2,101.04"
2019.09.25,"1,194.00",1.84075,1.52,1.84075,99.04,1.53,"2,073.39"
2019.09.26,"1,198.30",1.82988,1.53,1.82988,99.13,1.53,"2,074.52"
2019.09.27,"1,199.10",1.82713,1.53,1.82713,99.11,1.54,"2,049.93"
2019.09.30,"1,201.30",1.82150,1.53,1.82150,99.38,1.58,"2,063.05"
2019.10.01,"1,199.20",1.82613,1.53,1.82613,99.13,1.55,"2,072.42"
2019.10.02,"1,198.20",1.85125,1.53,1.85125,99.02,1.51,"2,031.91"
2019.10.04,"1,203.70",1.82075,1.51,1.82075,98.81,1.52,"2,020.69"
2019.10.07,"1,197.00",1.80825,1.48,1.80825,98.97,1.46,"2,021.73"
2019.10.08,"1,196.50",1.80550,1.47,1.80550,99.13,1.48,"2,046.25"
2019.10.10,"1,194.70",1.79263,1.47,1.79263,98.70,1.51,"2,028.15"
2019.10.11,"1,196.10",1.79888,1.47,1.79888,98.30,1.55,"2,044.61"
2019.10.14,"1,189.30",null,1.47,null,98.45,1.53,"2,067.40"
2019.10.15,"1,183.70",1.79513,1.47,1.79513,98.29,1.52,"2,068.17"
2019.10.16,"1,184.10",1.82575,1.44,1.82575,98.00,1.28,"2,082.83"
2019.10.17,"1,187.00",1.83813,1.42,1.83813,97.61,1.25,"2,077.94"
2019.10.18,"1,186.60",1.81513,1.44,1.81513,97.28,1.25,"2,060.69"
2019.10.21,"1,180.50",1.81113,1.44,1.81113,97.33,1.25,"2,064.84"
2019.10.22,"1,175.40",1.81288,1.45,1.81288,97.53,1.24,"2,088.86"
2019.10.23,"1,171.40",1.81400,1.45,1.81400,97.49,1.24,"2,080.62"
2019.10.24,"1,173.70",1.80275,1.46,1.80275,97.63,1.23,"2,085.66"
2019.10.25,"1,171.00",1.80600,1.47,1.80600,97.83,1.24,"2,087.89"
2019.10.28,"1,174.20",1.80163,1.50,1.80163,97.76,1.24,"2,093.60"
2019.10.29,"1,169.60",1.80100,1.54,1.80100,97.69,1.24,"2,092.69"
2019.10.30,"1,166.50",1.80438,1.54,1.80438,97.65,1.26,"2,080.27"
2019.10.31,"1,168.40",1.59988,1.53,1.59988,97.35,1.29,"2,083.48"
2019.11.01,"1,161.70",1.59213,1.53,1.59213,97.24,1.25,"2,100.20"
2019.11.04,"1,167.60",1.55088,1.54,1.55088,97.50,1.25,"2,130.24"
2019.11.05,"1,160.40",1.54713,1.56,1.54713,97.98,1.25,"2,142.64"
2019.11.06,"1,160.10",1.53650,1.56,1.53650,97.95,1.24,"2,144.15"
2019.11.07,"1,157.50",1.54363,1.57,1.54363,98.14,1.26,"2,144.29"
2019.11.08,"1,160.60",1.53863,1.57,1.53863,98.35,1.28,"2,137.23"
2019.11.11,"1,156.10",null,1.58,null,98.20,1.30,"2,124.09"
2019.11.12,"1,161.30",1.53925,1.59,1.53925,98.31,1.32,"2,140.92"
2019.11.13,"1,163.50",1.53900,1.60,1.53900,98.37,1.32,"2,122.45"
2019.11.14,"1,167.60",1.52700,1.60,1.52700,98.16,1.30,"2,139.23"
2019.11.15,"1,170.40",1.53675,1.61,1.53675,98.00,1.30,"2,162.18"
2019.11.18,"1,166.30",1.53538,1.62,1.53538,97.79,1.30,"2,160.69"
2019.11.19,"1,164.50",1.53688,1.62,1.53688,97.86,1.29,"2,153.24"
2019.11.20,"1,168.60",1.52900,1.62,1.52900,97.93,1.30,"2,125.32"
2019.11.21,"1,170.10",1.54138,1.62,1.54138,97.99,1.29,"2,096.60"
2019.11.22,"1,176.50",1.53388,1.63,1.53388,98.27,1.29,"2,101.96"
2019.11.25,"1,177.80",1.53613,1.62,1.53613,98.32,1.27,"2,123.50"
2019.11.26,"1,176.20",1.53800,1.62,1.53800,98.25,1.27,"2,121.35"
2019.11.27,"1,174.40",1.53963,1.62,1.53963,98.37,1.26,"2,127.85"
2019.11.28,"1,176.00",null,1.62,null,98.37,1.25,"2,118.60"
2019.11.29,"1,179.30",1.54250,1.62,1.54250,98.27,1.28,"2,087.96"
2019.12.02,"1,180.30",1.54063,1.60,1.54063,97.86,1.25,"2,091.92"
2019.12.03,"1,180.40",1.53850,1.60,1.53850,97.74,1.24,"2,084.07"
2019.12.04,"1,186.20",1.52950,1.59,1.52950,97.65,1.24,"2,068.89"
2019.12.05,"1,193.70",1.52938,1.58,1.52938,97.41,1.25,"2,060.74"
2019.12.06,"1,190.20",1.52913,1.58,1.52913,97.70,1.24,"2,081.85"
2019.12.09,"1,189.70",1.53663,1.58,1.53663,97.64,1.26,"2,088.65"
2019.12.10,"1,189.30",1.52900,1.58,1.52900,97.41,1.28,"2,098.00"
2019.12.11,"1,192.00",1.52538,1.58,1.52538,97.08,1.26,"2,105.62"
2019.12.12,"1,193.30",1.53375,1.57,1.53375,97.40,1.30,"2,137.35"
2019.12.13,"1,188.60",1.52988,1.57,1.52988,97.17,1.30,"2,170.25"
2019.12.16,"1,171.70",1.53063,1.57,1.53063,97.02,1.29,"2,168.15"
2019.12.17,"1,172.90",1.53563,1.56,1.53563,97.22,1.28,"2,195.68"
2019.12.18,"1,166.70",1.53350,1.56,1.53350,97.40,1.28,"2,194.76"
2019.12.19,"1,165.30",1.53400,1.56,1.53400,97.38,1.29,"2,196.56"
2019.12.20,"1,164.50",1.53663,1.56,1.53663,97.69,1.28,"2,204.18"
2019.12.23,"1,162.60",1.53450,1.56,1.53450,97.66,1.29,"2,203.71"
2019.12.24,"1,161.70",1.53313,1.56,1.53313,97.65,1.30,"2,190.08"
2019.12.26,"1,163.70",null,1.56,null,97.53,1.31,"2,197.93"
2019.12.27,"1,161.20",1.53625,1.56,1.53625,96.92,1.31,"2,204.21"
2019.12.30,"1,160.90",1.53438,1.55,1.53438,96.74,1.31,"2,197.67"
2019.12.31,"1,157.80",1.54263,1.55,1.54263,96.39,1.39,null
2020.01.02,"1,157.80",1.54050,1.54,1.54050,96.85,1.30,"2,175.17"
2020.01.03,"1,156.90",1.53675,1.52,1.53675,96.84,1.27,"2,176.46"
2020.01.06,"1,162.70",1.53700,1.50,1.53700,96.67,1.29,"2,155.07"
2020.01.07,"1,169.60",1.52788,1.48,1.52788,97.00,1.27,"2,175.54"
2020.01.08,"1,165.30",1.53250,1.47,1.53250,97.30,1.25,"2,151.31"
2020.01.09,"1,174.10",1.52700,1.47,1.52700,97.45,1.28,"2,186.45"
2020.01.10,"1,160.00",1.53313,1.47,1.53313,97.36,1.28,"2,206.39"
2020.01.13,"1,161.10",1.53513,1.48,1.53513,97.34,1.29,"2,229.26"
2020.01.14,"1,155.70",1.53125,1.48,1.53125,97.37,1.27,"2,238.88"
2020.01.15,"1,153.10",1.52838,1.48,1.52838,97.23,1.27,"2,230.98"
2020.01.16,"1,158.80",1.53563,1.48,1.53563,97.32,1.27,"2,248.05"
2020.01.17,"1,159.60",1.53113,1.49,1.53113,97.64,1.28,"2,250.57"
2020.01.20,"1,158.80",null,1.49,null,97.61,1.28,"2,262.64"
2020.01.21,"1,158.80",1.53925,1.50,1.53925,97.53,1.29,"2,239.69"
2020.01.22,"1,164.70",1.53263,1.49,1.53263,97.53,1.28,"2,267.25"
2020.01.23,"1,165.10",1.53163,1.49,1.53163,97.69,1.28,"2,246.13"
2020.01.28,"1,167.20",1.53300,1.48,1.53300,98.02,1.26,"2,176.72"
2020.01.29,"1,176.70",1.52963,1.47,1.52963,97.99,1.25,"2,185.28"
2020.01.30,"1,176.00",1.54388,1.46,1.54388,97.87,1.24,"2,148.00"
2020.01.31,"1,183.50",1.56875,1.45,1.56875,97.39,1.25,"2,119.01"
2020.02.03,"1,187.80",1.56800,1.43,1.56800,97.80,1.22,"2,118.88"
2020.02.04,"1,196.00",1.56550,1.42,1.56550,97.96,1.22,"2,157.90"
2020.02.05,"1,189.40",1.57513,1.42,1.57513,98.30,1.23,"2,165.63"
2020.02.06,"1,188.50",1.57200,1.42,1.57200,98.50,1.23,"2,227.94"
2020.02.07,"1,181.40",1.57738,1.41,1.57738,98.68,1.22,"2,211.95"
2020.02.10,"1,187.20",1.57463,1.40,1.57463,98.83,1.24,"2,201.07"
2020.02.11,"1,189.80",1.57125,1.38,1.57125,98.72,1.26,"2,223.12"
2020.02.12,"1,184.10",1.57413,1.38,1.57413,99.05,1.26,"2,238.38"
2020.02.13,"1,179.80",1.57338,1.38,1.57338,99.07,1.26,"2,232.96"
2020.02.14,"1,181.50",1.57613,1.37,1.57613,99.12,1.24,"2,243.59"
2020.02.17,"1,183.50",null,1.38,null,99.00,1.24,"2,242.17"
2020.02.18,"1,182.20",1.56338,1.38,1.56338,99.44,1.23,"2,208.88"
2020.02.19,"1,188.10",1.57688,1.36,1.57688,99.70,1.24,"2,210.34"
2020.02.20,"1,190.80",1.56713,1.36,1.56713,99.86,1.23,"2,195.50"
